InNum,CallDateTime,Address,AptLot,geox,geoy,ExtNatureDisplayName,Report,PolArea,DOW,Hour
2018054708,"3/19/2018 3:03:40 PM","401 S 9TH ST","          ",,,"PARKING VIOLATION",,"    ",Monday,15
2018054706,"3/19/2018 3:00:59 PM","2104-102 HILLCREST DR","102       ",1695229,1126227.13,"LAW ALARM",,"80S ",Monday,15
2018054704,"3/19/2018 2:57:18 PM","901-999 WOODSON WAY","999       ",1689469.75,1133901.88,"PARKING VIOLATION",,MUG2,Monday,14
2018054702,"3/19/2018 2:56:41 PM","2604 CARRERA DR","          ",1671099.88,1126052.75,DISTURBANCE,,"50W ",Monday,14
2018054694,"3/19/2018 2:45:24 PM","600 E WALNUT ST","          ",1688611,1135728.88,LARCENY,,"70D ",Monday,14
2018054692,"3/19/2018 2:43:02 PM","1400-105 FORUM BLVD","105       ",1680669.38,1129970.13,"SUSPICIOUS VEHICLE",,"50W ",Monday,14
2018054691,"3/19/2018 2:41:12 PM","915 PORT WAY","          ",1710771.13,1137850.63,"911 CHECKS",,"80N ",Monday,14
2018054684,"3/19/2018 2:34:10 PM","S HWY 63 NB/GRINDSTONE PKWY","          ",1699156.63,1121303.38,"TRAFFIC HAZARD",,"    ",Monday,14
2018054681,"3/19/2018 2:27:09 PM","201 PARK DE VILLE DR","          ",1672893.88,1137865.75,"CHECK SUBJECT",,"    ",Monday,14
2018054680,"3/19/2018 2:25:27 PM","200-101 N KEENE ST","101       ",1700254.5,1136058.25,"911 CHECKS",,"80N ",Monday,14
2018054677,"3/19/2018 2:23:15 PM","2101-F1 W BROADWAY","F1        ",1676463.63,1136788.25,"SUSPICIOUS PERSON",2018002959,"50W ",Monday,14
2018054675,"3/19/2018 2:19:17 PM","4 E BUSINESS LOOP 70","          ",1686475.88,1140237.25,DISTURBANCE,,"20E ",Monday,14
2018054673,"3/19/2018 2:17:29 PM","S HWY 63 NB/E BROADWAY","          ",1699164.13,1133523.63,DWI,,"80S ",Monday,14
2018054670,"3/19/2018 2:12:56 PM","1284 I70 W","          ",1696601.5,1140437.5,"TRAFFIC HAZARD",,"40W ",Monday,14
2018054669,"3/19/2018 2:12:54 PM","3421 CLARK LN","          ",1701552.63,1140118.25,ASSAULT,,"40W ",Monday,14
2018054667,"3/19/2018 2:08:15 PM","414 OAK ST","          ",1685819.5,1137498.13,"KEEP THE PEACE",,"    ",Monday,14
2018054665,"3/19/2018 2:06:27 PM","4407 GAGE PL","          ",1668107.63,1130123.13,"SUSPICIOUS VEHICLE",,"50W ",Monday,14
2018054663,"3/19/2018 2:03:07 PM","1004 SUNSET LN","          ",1682080.13,1135182.75,BURGLARY,2018002971,"50E ",Monday,14
2018054656,"3/19/2018 1:57:11 PM","602 S WILLIAM ST","          ",1692462.63,1132755.63,"PARKING VIOLATION",,"70  ",Monday,13
2018054655,"3/19/2018 1:55:42 PM","1200-BLK COATS ST","BLK       ",1689458.63,1139692.88,DISTURBANCE,,"20E ",Monday,13
2018054652,"3/19/2018 1:47:34 PM","3504 BRAY AVE","          ",1672068.13,1131275.38,"SUSPICIOUS VEHICLE",,"50W ",Monday,13
2018054645,"3/19/2018 1:31:19 PM","1913 NEWTON DR","          ",1687051,1143155.25,"911 CHECKS",,"10E ",Monday,13
2018054643,"3/19/2018 1:25:43 PM","800 BOULDER DR","          ",1688958.63,1125620.38,"TRESPASS VEHICLE",,"60E ",Monday,13
2018054642,"3/19/2018 1:21:11 PM","201 RAY YOUNG DR","          ",1696590,1127175.5,"SUSPICIOUS PERSON",,"80S ",Monday,13
2018054641,"3/19/2018 1:20:48 PM","1534 BODIE DR","          ",1693030.13,1155649,"KEEP THE PEACE",,"30N ",Monday,13
2018054627,"3/19/2018 12:59:09 PM","1618 HIGH QUEST CIR","          ",1692861.5,1152377.13,LARCENY,,"30N ",Monday,12
2018054626,"3/19/2018 12:58:56 PM","3301 CLARK LN","          ",1700437.25,1140028.88,DISTURBANCE,,"40W ",Monday,12
2018054623,"3/19/2018 12:53:40 PM","106 YORKSHIRE DR","          ",1672236.25,1135838.13,"ASSIST OTHER AGENCY",2018002960,"50W ",Monday,12
2018054617,"3/19/2018 12:42:40 PM","I70 E/CONNECTOR OFFR EB","          ",1698522.5,1139232.25,ACCIDENT,,"40W ",Monday,12
2018054604,"3/19/2018 12:30:31 PM","I70 W/RANGE LINE ST ONR WB","          ",1688960.5,1141702.63,"TRAFFIC STOP",,"10E ",Monday,12
2018054601,"3/19/2018 12:22:16 PM","290-6 APPLE TREE CT","6         ",1683630.63,1116593.75,"CHECK SUBJECT",,"60W ",Monday,12
2018054600,"3/19/2018 12:21:00 PM","S HWY 63 NB/E STADIUM BLVD","          ",1698775.63,1128362.25,"SUSPICIOUS PERSON",,"    ",Monday,12
2018054599,"3/19/2018 12:18:25 PM","2001-28 HOLLY AVE","28        ",1695033,1144229.88,HARASSMENT,,"30S ",Monday,12
2018054598,"3/19/2018 12:15:16 PM","5400-BLK PARIS RD","BLK       ",1704440.88,1155601.38,"TRAFFIC HAZARD",,"30N ",Monday,12
2018054591,"3/19/2018 12:08:30 PM","101 S FOURTH ST","          ",1687837.13,1134966.38,"911 CHECKS",,"70D ",Monday,12
2018054588,"3/19/2018 12:05:21 PM","3402-317 I70 DR SE","317       ",1701056.25,1138782.75,TRESPASSING,,"80N ",Monday,12
2018054587,"3/19/2018 12:05:06 PM","1501-113 VANDIVER DR","113       ",1692341.75,1143076,DISTURBANCE,2018002957,"30S ",Monday,12
2018054585,"3/19/2018 11:51:28 AM","1202-B MADISON ST","B         ",1684839.88,1140244.75,LARCENY,,"20W ",Monday,11
2018054582,"3/19/2018 11:46:46 AM","FORUM BLVD/W STADIUM BLVD","          ",1680444.88,1130428.38,"TRAFFIC STOP",,"50W ",Monday,11
2018054575,"3/19/2018 11:30:55 AM","705 GLENWOOD CT","          ",1683651.25,1132125.38,"OTHER OFFENSE",2018002954,"50E ",Monday,11
2018054570,"3/19/2018 11:28:49 AM","FORUM BLVD/KATY LN","          ",1678783,1125425.63,"TRAFFIC STOP",,"50W ",Monday,11
2018054566,"3/19/2018 11:24:01 AM","607 MCBAINE AVE","          ",1685173,1138499.63,DISTURBANCE,,"20W ",Monday,11
2018054562,"3/19/2018 11:19:27 AM","600-XYZ E WALNUT ST","XYZ       ",1688611,1135728.88,"ASSIST OFFICER",,"70D ",Monday,11
2018054554,"3/19/2018 11:11:47 AM","1500-113 VANDIVER DR","113       ",1692751.13,1142195.38,"911 CHECKS",,"30S ",Monday,11
2018054551,"3/19/2018 11:06:20 AM","3100-330 WINGATE CT","330       ",1699777.5,1137508.88,TRESPASSING,,"80N ",Monday,11
2018054550,"3/19/2018 11:05:29 AM","1503 TYPHOON CT","          ",1692562.38,1151817.38,"ASSIST CITIZEN",,"30N ",Monday,11
2018054543,"3/19/2018 10:54:34 AM","2904-D RANGE LINE ST","          ",1689976.88,1145845.75,"ABANDONED  VEHICLE",,"    ",Monday,10
2018054540,"3/19/2018 10:42:41 AM","6615 CHRISSULA LN","          ",1680403.13,1107636.5,"MISSING PERSON",2018002955,"60W ",Monday,10
2018054538,"3/19/2018 10:41:33 AM","2310 PARIS RD","          ",1696407.38,1142889,BURGLARY,2018002953,"40W ",Monday,10
2018054536,"3/19/2018 10:36:42 AM","3001 W BROADWAY","          ",1673837.63,1137334.25,LARCENY,,"50W ",Monday,10
2018054527,"3/19/2018 10:21:11 AM","1280 I70 W","          ",1694651.63,1141217.75,ACCIDENT,,"30S ",Monday,10
2018054523,"3/19/2018 10:18:04 AM","1005-103 CLAUDELL LN","103       ",1678518.38,1139952.13,DISTURBANCE,2018002956,"10W ",Monday,10
2018054521,"3/19/2018 10:14:54 AM","2006-1 E BROADWAY","          ",1694802.13,1134210.75,LARCENY,2018002961,"    ",Monday,10
2018054517,"3/19/2018 10:07:02 AM","1704 PERKINS DR","          ",1706325.38,1141681.5,"911 CHECKS",,"40E ",Monday,10
2018054516,"3/19/2018 10:06:08 AM","3700-BLK FLANDERS CT","BLK       ",1702590.25,1140264.75,"SUSPICIOUS VEHICLE",,"40E ",Monday,10
2018054512,"3/19/2018 9:58:44 AM","1408 GREENSBORO DR","          ",1692111.38,1155607.13,"PARKING VIOLATION",,"30N ",Monday,09
2018054510,"3/19/2018 9:55:28 AM","1701 W ASH ST","          ",1679375.13,1137515.75,"911 CHECKS",,"50E ",Monday,09
2018054508,"3/19/2018 9:52:39 AM","2715 CIMARRON DR","          ",1683813.38,1124231,"PEACE DISTURBANCE",,"60E ",Monday,09
2018054507,"3/19/2018 9:52:15 AM","506 S PROVIDENCE RD","          ",1687581.75,1133135.88,"STALLED VEHICLE",,"60E ",Monday,09
2018054500,"3/19/2018 9:36:38 AM","5209 CHARITON DR","          ",1709533.63,1142967.5,"LAW ALARM",,"40E ",Monday,09
2018054499,"3/19/2018 9:34:07 AM","3100-330 WINGATE CT","330       ",1699777.5,1137508.88,LARCENY,,"80N ",Monday,09
2018054497,"3/19/2018 9:32:06 AM","800-BLK LOCUST ST","BLK       ",1689159.13,1134627.38,"RECOVER PROPERTY",,"70D ",Monday,09
2018054495,"3/19/2018 9:30:28 AM","902 SHAKERTOWN WAY","          ",1682209.75,1117126.88,"SUSPICIOUS VEHICLE",,"60W ",Monday,09
2018054492,"3/19/2018 9:29:31 AM","1416 S OLD 63","          ",1694346.88,1128263.75,FRAUD,,"80S ",Monday,09
2018054490,"3/19/2018 9:27:47 AM","111 S PROVIDENCE RD","          ",1687149.38,1134878.25,"TRAFFIC STOP",,"50E ",Monday,09
2018054485,"3/19/2018 9:18:00 AM","3612 GREELEY DR","          ",1702577.38,1154211.75,"SHOTS HEARD",,"30N ",Monday,09
2018054484,"3/19/2018 9:15:51 AM","7575 E ST CHARLES RD","          ",1719639.38,1142721.63,"PEACE DISTURBANCE",2018002950,"40E ",Monday,09
2018054483,"3/19/2018 9:15:02 AM","E STEWART RD/S PROVIDENCE RD","          ",1687480.5,1133380,"TRAFFIC STOP",,"50E ",Monday,09
2018054475,"3/19/2018 8:57:48 AM","108 GRANADA BLVD","          ",1685508.75,1120265.75,DISTURBANCE,,"60W ",Monday,08
2018054470,"3/19/2018 8:51:21 AM","N PROVIDENCE RD/WILKES BLVD","          ",1687601.13,1138820.63,"911 CHECKS",,"20E ",Monday,08
2018054465,"3/19/2018 8:42:07 AM","E CLARKSON RD/E BURNAM RD","          ",1686835.5,1131869,"PARKING VIOLATION",,"60E ",Monday,08
2018054463,"3/19/2018 8:41:04 AM","400 N PROVIDENCE RD","          ",1687744.38,1137126.88,"911 CHECKS",,"20E ",Monday,08
2018054459,"3/19/2018 8:33:42 AM","201 PARK DE VILLE DR","          ",1672893.88,1137865.75,"CIVIL MATTER",,"50W ",Monday,08
2018054453,"3/19/2018 8:23:46 AM","LOCUST ST/S PROVIDENCE RD","          ",1687588.25,1134658.5,"TRAFFIC STOP",,"70D ",Monday,08
2018054451,"3/19/2018 8:15:29 AM","500-BLK CONLEY RD","BLK       ",1698972,1136956.13,"AUTO THEFT",2018002952,"80N ",Monday,08
2018054446,"3/19/2018 8:10:37 AM","5451-13 S BETHEL CHURCH RD","13        ",1684296.88,1113067.38,DISTURBANCE,2018002951,"60W ",Monday,08
2018054442,"3/19/2018 8:04:21 AM","1012 SMILEY LN","          ",1690341.88,1150389,"LAW ALARM",,"10E ",Monday,08
2018054436,"3/19/2018 8:01:44 AM","1206 EUGENIA ST","          ",1691055,1137786,TRESPASSING,,"20E ",Monday,08
2018054425,"3/19/2018 7:48:12 AM","S PROVIDENCE RD/ELM ST","          ",1687534.88,1134180,"TRAFFIC STOP",,"50E ",Monday,07
2018054424,"3/19/2018 7:47:15 AM","5436 BASELINE PL","          ",1687696.13,1156243.88,"ASSIST FIRE",,"10E ",Monday,07
2018054423,"3/19/2018 7:43:44 AM","2100-BLK BATTLE AVE","BLK       ",1717916.63,1142256.5,"TRAFFIC STOP",,"40E ",Monday,07
2018054422,"3/19/2018 7:38:50 AM","TURNER AVE/S PROVIDENCE RD","          ",1687512.5,1132602,"TRAFFIC STOP",,MUG1,Monday,07
2018054415,"3/19/2018 7:14:37 AM","1610 CAROLINA DR","          ",1693339.5,1153974.13,"RECOVER PROPERTY",,"30N ",Monday,07
2018054414,"3/19/2018 7:14:32 AM","1829 LAKE RIDGEWAY RD","          ",1698652.75,1141999.25,"SUSPICIOUS VEHICLE",,"40W ",Monday,07
2018054412,"3/19/2018 7:12:58 AM","1811 E RIVIERA DR","          ",1693685.75,1151511.63,DISTURBANCE,2018002949,"30N ",Monday,07
2018054411,"3/19/2018 7:12:05 AM","S PROVIDENCE RD/MICK DEAVER DR","          ",1686494.13,1127572.25,"TRAFFIC STOP",,"60E ",Monday,07
2018054409,"3/19/2018 7:09:20 AM","52-BLK S WEST BLVD","BLK       ",1682259.13,1135417.88,"911 CHECKS",,"50E ",Monday,07
2018054398,"3/19/2018 6:50:55 AM","KENTUCKY BLVD/S PROVIDENCE RD","          ",1687687,1131053.13,"TRAFFIC STOP",,MUG1,Monday,06
2018054395,"3/19/2018 6:43:03 AM","1714 OAK CLIFF PL","          ",1672293.88,1128961,"LAW ALARM",,"50W ",Monday,06
2018054394,"3/19/2018 6:35:10 AM","900-103 VANDIVER DR","103       ",1689688.38,1142345.38,"SUSPICIOUS INCIDENT",,"10E ",Monday,06
2018054393,"3/19/2018 6:30:54 AM","E STADIUM BLVD OFFR SB/S HWY 63 SB","          ",1698791.25,1130343.13,"TRAFFIC STOP",,"80S ",Monday,06
2018054387,"3/19/2018 6:10:07 AM","1509 HINKSON AVE","          ",1692375.75,1137349.88,"LAW ALARM",,"70  ",Monday,06
2018054382,"3/19/2018 5:55:19 AM","1501-113 VANDIVER DR","113       ",1692341.75,1143076,"TRESPASS SUBJECT",,"30S ",Monday,05
2018054379,"3/19/2018 4:21:40 AM","505-100 E NIFONG BLVD","100       ",1688221.25,1120397.38,"LAW ALARM",,"60E ",Monday,04
2018054378,"3/19/2018 4:18:42 AM","2904 CLARK LN","          ",1699062.25,1139507.75,"911 CHECKS",,"40W ",Monday,04
2018054375,"3/19/2018 3:43:28 AM","900-153 VANDIVER DR","153       ",1689688.38,1142345.38,"SUSPICIOUS INCIDENT",2018002948,"10E ",Monday,03
2018054370,"3/19/2018 2:41:31 AM","2518 E BUSINESS LOOP 70","          ",1697267.63,1139554,WARRANT,2018002946,"40W ",Monday,02
2018054369,"3/19/2018 2:35:46 AM","700-BLK W TEXAS AVE","BLK       ",1684030.75,1142040.25,"SHOTS HEARD",,"10E ",Monday,02
2018054368,"3/19/2018 2:31:15 AM","ROLLING ROCK DR/ROCK CLIFF DR","          ",1691405.5,1124196.88,"PARKING VIOLATION",,"80S ",Monday,02
2018054367,"3/19/2018 2:31:05 AM","1292 I70 E","          ",1700385.25,1139035.38,"TRAFFIC STOP",,"40E ",Monday,02
2018054365,"3/19/2018 2:22:44 AM","2518 E BUSINESS LOOP 70","          ",1697267.63,1139554,"SUSPICIOUS VEHICLE",2018002947,"40W ",Monday,02
2018054364,"3/19/2018 2:15:57 AM","1881 E PRATHERSVILLE RD","          ",1694411.75,1159189.25,"911 CHECKS",,"30N ",Monday,02
2018054363,"3/19/2018 2:10:50 AM","RICHARDSON ST/RIPLEY ST","          ",1692021.5,1136649,"TRAFFIC STOP",,"70  ",Monday,02
2018054362,"3/19/2018 2:07:04 AM","HENDRIX DR/SYLVAN LN","          ",1696908.38,1140892.88,"SHOTS HEARD",,"40W ",Monday,02
2018054360,"3/19/2018 1:50:05 AM","1881 E PRATHERSVILLE RD","          ",1694411.75,1159189.25,"911 CHECKS",,"30N ",Monday,01
2018054359,"3/19/2018 1:45:38 AM","W BROADWAY/N FAIRVIEW RD","          ",1674348.63,1136513.75,"TRAFFIC STOP",,"50W ",Monday,01
2018054358,"3/19/2018 1:44:27 AM","1881 E PRATHERSVILLE RD","          ",1694411.75,1159189.25,"911 CHECKS",,"30N ",Monday,01
2018054356,"3/19/2018 1:39:58 AM","4005 SNOWY OWL DR","          ",1687575.38,1150001,"PARKING VIOLATION",,"10E ",Monday,01
2018054355,"3/19/2018 1:33:12 AM","1881 E PRATHERSVILLE RD","          ",1694411.75,1159189.25,"911 CHECKS",,"30N ",Monday,01
2018054354,"3/19/2018 1:28:32 AM","1881 E PRATHERSVILLE RD","          ",1694411.75,1159189.25,"911 CHECKS",,"30N ",Monday,01
2018054352,"3/19/2018 1:03:09 AM","207 N STADIUM BLVD","          ",1676046.63,1137998.88,"SUSPICIOUS VEHICLE",,"50E ",Monday,01
2018054349,"3/19/2018 12:50:03 AM","227 N STADIUM BLVD","          ",1676022.75,1138706.75,"LAW ALARM",,"50E ",Monday,00
2018054344,"3/19/2018 12:26:24 AM","5803 N TOWER DR","          ",1693118.75,1158699.5,"LAW ALARM",,"30N ",Monday,00
2018054339,"3/18/2018 11:59:25 PM","1004-B SUNSET LN","B         ",1682050.13,1135182.75,"SUSPICIOUS INCIDENT",,"50E ",Sunday,23
2018054338,"3/18/2018 11:51:09 PM","RANGE LINE ST/E BUSINESS LOOP 70","          ",1690235.5,1139918.13,"TRAFFIC STOP",,"20E ",Sunday,23
2018054335,"3/18/2018 11:34:10 PM","2505 E BROADWAY","          ",1696441,1134085,"SUSPICIOUS PERSON",,"80S ",Sunday,23
2018054334,"3/18/2018 11:33:26 PM","ROCK QUARRY RD/STAGS WAY","          ",1692431,1124327.13,"TRAFFIC STOP",,"80S ",Sunday,23
2018054333,"3/18/2018 11:26:49 PM","3413 BALBOA LN","          ",1686970.38,1121310.13,"911 CHECKS",,"60W ",Sunday,23
2018054332,"3/18/2018 11:26:13 PM","2711 W BROADWAY","          ",1674791.88,1136586.75,"TRAFFIC STOP",,"50W ",Sunday,23
2018054331,"3/18/2018 11:20:03 PM","ROCK QUARRY RD/RIBACK RD","          ",1692862.63,1122814.13,"TRAFFIC STOP",,"80S ",Sunday,23
2018054328,"3/18/2018 11:17:02 PM","RANGE LINE ST/VANDIVER DR","          ",1689971.63,1142438.5,"TRAFFIC STOP",,"10E ",Sunday,23
2018054323,"3/18/2018 10:56:13 PM","1800 I70 DR SW","          ",1678641.88,1140420.38,"CHECK SUBJECT",,"10W ",Sunday,22
2018054319,"3/18/2018 10:41:19 PM","E BROADWAY/N OLD 63","          ",1694307,1134632.13,"TRAFFIC STOP",,"80N ",Sunday,22
2018054317,"3/18/2018 10:39:16 PM","3850 RANGE LINE ST","          ",1690525.63,1149042.13,TRESPASSING,,"30S ",Sunday,22
2018054315,"3/18/2018 10:28:26 PM","I70 E/E ST CHARLES RD OFFR SB","          ",1709360.75,1138579.75,"TRAFFIC STOP",,"40E ",Sunday,22
2018054314,"3/18/2018 10:26:23 PM","12 S NINTH ST","          ",1689501.5,1135205.25,DISTURBANCE,,"70D ",Sunday,22
2018054311,"3/18/2018 10:14:02 PM","8-D32 N KEENE ST","D32       ",1700341.13,1134668.75,HARASSMENT,,"80N ",Sunday,22
2018054310,"3/18/2018 10:11:21 PM","VANDIVER DR/PARIS RD","          ",1696550,1143263.88,"TRAFFIC STOP",,"40W ",Sunday,22
2018054309,"3/18/2018 10:10:57 PM","601-A E BUSINESS LOOP 70","A         ",1688536.88,1140152.5,EXHIBITIONIST,2018002942,"20E ",Sunday,22
2018054303,"3/18/2018 9:50:52 PM","1400-BLK UNIVERSITY AVE","BLK       ",1691508.75,1133503.13,"TRAFFIC STOP",,"70  ",Sunday,21
2018054302,"3/18/2018 9:49:03 PM","206 E SEXTON RD","          ",1687285.38,1138135,TRESPASSING,,"20E ",Sunday,21
2018054294,"3/18/2018 9:35:49 PM","1008-103 CLAUDELL LN","103       ",1678530,1139613.38,VANDALISM,2018002939,"10W ",Sunday,21
2018054284,"3/18/2018 9:19:47 PM","5203 FLURRY DR","          ",1687804.5,1155244.38,DISTURBANCE,,"10E ",Sunday,21
2018054281,"3/18/2018 9:16:25 PM","2701 MAGUIRE BLVD","          ",1700462.63,1123657.13,"LAW ALARM",,"80S ",Sunday,21
2018054278,"3/18/2018 9:12:55 PM","E BROADWAY/BRICKTON RD","          ",1698364.88,1133618.38,"TRAFFIC STOP",2018002935,"80S ",Sunday,21
2018054277,"3/18/2018 9:10:41 PM","4303 S PROVIDENCE RD","          ",1686778.88,1117273.25,VANDALISM,2018002940,"60E ",Sunday,21
2018054276,"3/18/2018 9:06:36 PM","5436 BASELINE PL","          ",1687696.13,1156243.88,"ASSIST FIRE",,"10E ",Sunday,21
2018054265,"3/18/2018 8:49:08 PM","3005 OAK LAWN DR","          ",1682086.13,1123375.13,HARASSMENT,2018002936,"60E ",Sunday,20
2018054259,"3/18/2018 8:28:03 PM","W LESLIE LN/BEAR CREEK DR","          ",1685573.38,1142888.5,"CHECK SUBJECT",,"10E ",Sunday,20
2018054256,"3/18/2018 8:24:57 PM","3507 DELMAR CT","          ",1696513.88,1120857.88,LARCENY,,"80S ",Sunday,20
2018054249,"3/18/2018 8:11:25 PM","3412-37A WESTWIND DR","37A       ",1672523,1142704.75,DISTURBANCE,,"10W ",Sunday,20
2018054246,"3/18/2018 7:54:07 PM","410 HICKMAN AVE","          ",1688134,1137689.38,TRESPASSING,,"20E ",Sunday,19
2018054245,"3/18/2018 7:42:51 PM","CLARK LN/HANOVER BLVD","          ",1702572.25,1139936.13,"TRAFFIC STOP",,"40E ",Sunday,19
2018054242,"3/18/2018 7:38:58 PM","90 E LESLIE LN","          ",1687172,1142743.88,"PEACE DISTURBANCE",,"10E ",Sunday,19
2018054239,"3/18/2018 7:33:56 PM","407 SONDRA AVE","          ",1685022.38,1142601.75,"SUSPICIOUS PERSON",,"10E ",Sunday,19
2018054236,"3/18/2018 7:23:41 PM","105 W ASH ST","          ",1685994,1136416.63,"LAW ALARM",,"50E ",Sunday,19
2018054231,"3/18/2018 7:17:57 PM","5436 BASELINE PL","          ",1687696.13,1156243.88,OVERDOSE,2018002933,"10E ",Sunday,19
2018054229,"3/18/2018 7:16:35 PM","CLARK LN/SYLVAN LN","          ",1696907.5,1140378.5,"CHECK SUBJECT",,"40W ",Sunday,19
2018054225,"3/18/2018 7:10:49 PM","28 S NINTH ST","          ",1689504.13,1135056.13,"LAW ALARM",,"70D ",Sunday,19
2018054224,"3/18/2018 7:08:49 PM","606 W TEXAS AVE","          ",1684409.63,1141947.63,"KEEP THE PEACE",,"10E ",Sunday,19
2018054214,"3/18/2018 6:50:20 PM","1408 UNIVERSITY AVE","          ",1691718.13,1133410.75,"PARKING VIOLATION",,"70  ",Sunday,18
2018054213,"3/18/2018 6:48:24 PM","E BROADWAY OFFR NB/S HWY 63 NB","          ",1699001.88,1131832.25,"STALLED VEHICLE",,"80S ",Sunday,18
2018054211,"3/18/2018 6:44:55 PM","1010 E GREEN MEADOWS RD","          ",1689297.75,1120637.63,"ANIMAL COMPLAINT",,"60E ",Sunday,18
2018054210,"3/18/2018 6:42:32 PM","I70 W/CONNECTOR OFFR WB","          ",1700934,1139081.75,"CHECK SUBJECT",,"40E ",Sunday,18
2018054208,"3/18/2018 6:41:04 PM","N HWY 63 SB/VANDIVER DR","          ",1702118.75,1144554.38,"TRAFFIC STOP",,"40W ",Sunday,18
2018054201,"3/18/2018 6:28:52 PM","3913 CLYDESDALE DR","          ",1683979.25,1150157.88,"ASSIST OFFICER",2018002932,"10E ",Sunday,18
2018054199,"3/18/2018 6:16:57 PM","901 CONLEY RD","          ",1699040,1138793.88,"911 CHECKS",,"80N ",Sunday,18
2018054197,"3/18/2018 6:15:54 PM","700-810 N GARTH AVE","810       ",1686390.5,1138358.25,"911 CHECKS",,"20W ",Sunday,18
2018054196,"3/18/2018 6:13:54 PM","304-101 S NINTH ST","101       ",1689489.13,1134185,"LAW ALARM",,"70D ",Sunday,18
2018054195,"3/18/2018 6:12:24 PM","1016-MAIN E BROADWAY","MAIN      ",1689956.25,1135299.13,"RECOVER PROPERTY",,"70D ",Sunday,18
2018054194,"3/18/2018 6:10:31 PM","2900-B PARIS RD","B         ",1699171,1145654,LARCENY,,"40W ",Sunday,18
2018054191,"3/18/2018 6:02:11 PM","24 E STEWART RD","          ",1686500.88,1133199.25,"911 CHECKS",,"50E ",Sunday,18
2018054190,"3/18/2018 6:01:11 PM","I70 E/CONNECTOR ONR EB","          ",1700945.88,1139016.63,DISTURBANCE,,"40E ",Sunday,18
2018054187,"3/18/2018 5:56:14 PM","3406-108 RANGE LINE ST","108       ",1690573.5,1147729.75,BURGLARY,,"30S ",Sunday,17
2018054180,"3/18/2018 5:39:40 PM","N FIFTH ST/PARK AVE","          ",1688239.5,1136480.75,"UNKNOWN PROBLEM",,"20E ",Sunday,17
2018054172,"3/18/2018 5:21:37 PM","1711 HANOVER BLVD","          ",1703147.13,1142006.63,"CHECK THE WELFARE",,"40E ",Sunday,17
2018054169,"3/18/2018 5:18:47 PM","306-101 N COLLEGE AVE","101       ",1691226.75,1136611.13,DISTURBANCE,,"70  ",Sunday,17
2018054166,"3/18/2018 5:15:36 PM","I70 W/W BUSINESS LOOP 70","          ",1682744.38,1140906.75,"STALLED VEHICLE",,"    ",Sunday,17
2018054164,"3/18/2018 5:06:36 PM","2401-1104 W BROADWAY","1104      ",1675830,1137186.13,"CHECK SUBJECT",,"50W ",Sunday,17
2018054156,"3/18/2018 4:54:30 PM","N HWY 63 SB/I70 W","          ",1698758.13,1139279.88,"SUSPICIOUS VEHICLE",,"40W ",Sunday,16
2018054154,"3/18/2018 4:53:31 PM","903 REMINGTON DR","          ",1682859.13,1143660.88,FRAUD,2018002931,"10E ",Sunday,16
2018054151,"3/18/2018 4:49:37 PM","TRIMBLE RD/BRICKTON RD","          ",1698471.63,1134294,"CHECK SUBJECT",,"80N ",Sunday,16
2018054150,"3/18/2018 4:47:07 PM","ROCK QUARRY RD/GRINDSTONE PKWY","          ",1693519.75,1121451,"SUSPICIOUS VEHICLE",,"    ",Sunday,16
2018054146,"3/18/2018 4:43:03 PM","1314 PARIS RD","          ",1691546.88,1137446.63,"CIVIL MATTER",,"70  ",Sunday,16
2018054142,"3/18/2018 4:39:54 PM","5514 PRAIRIE CREEK DR","          ",1665616.38,1113715.88,DISTURBANCE,,"60W ",Sunday,16
2018054139,"3/18/2018 4:36:29 PM","902 JEFFERSON ST","          ",1685031.25,1139178,"ASSIST OTHER AGENCY",,"20W ",Sunday,16
2018054135,"3/18/2018 4:29:40 PM","3718-6308 W BROADWAY","6308      ",1671429.13,1135711.5,"KEEP THE PEACE",2018002930,"50W ",Sunday,16
2018054134,"3/18/2018 4:26:15 PM","5350-133 E OLD MILLERS RD","133       ",1709136,1111178.13,"SUSPICIOUS INCIDENT",,"80S ",Sunday,16
2018054133,"3/18/2018 4:22:31 PM","1613 BOYD LN","          ",1705343.5,1141547.75,DISTURBANCE,,"40E ",Sunday,16
2018054131,"3/18/2018 4:17:24 PM","606 W TEXAS AVE","          ",1684409.63,1141947.63,"KEEP THE PEACE",,"10E ",Sunday,16
2018054128,"3/18/2018 4:12:15 PM","3100-BLK BLUFF CREEK DR","BLK       ",1697829,1122288.38,"911 CHECKS",,"80S ",Sunday,16
2018054118,"3/18/2018 3:58:29 PM","1314 DAWN RIDGE RD","          ",1705086.5,1140249.63,TRESPASSING,,"40E ",Sunday,15
2018054115,"3/18/2018 3:54:40 PM","2010 I70 DR SW","          ",1677234.63,1140764.13,TRESPASSING,,"10W ",Sunday,15
2018054111,"3/18/2018 3:39:42 PM","3300 VANDIVER DR","          ",1700338.75,1143833.63,"911 CHECKS",,"40W ",Sunday,15
2018054108,"3/18/2018 3:36:08 PM","3100 W BROADWAY","          ",1673502,1136012,"TRESPASS SUBJECT",,"50W ",Sunday,15
2018054107,"3/18/2018 3:30:25 PM","503-C COLUMBIA DR","C         ",1698066.13,1133203.63,"KEEP THE PEACE",,"80S ",Sunday,15
